timestamp,sample_id,target_angle,raw_angle,filtered_angle
0.04896092414855957,1,108.0,108.39322674309061,108.07378325663271
0.09916567802429199,1,108.0,108.0093580570801,108.06380818122452
0.13298988342285156,1,108.0,108.18217055842608,108.08261326173
0.16497063636779785,1,108.0,107.61817002852466,107.99676871298394
0.24896883964538574,1,108.0,107.44689917372469,107.89161154382965
0.28564906120300293,1,108.0,108.1858266447396,107.9422359983864
0.33250880241394043,1,108.0,108.0356330653202,107.95689978433485
0.3667409420013428,1,108.0,109.17050300111288,108.24940272443459
0.3992948532104492,1,108.0,107.46996982943593,108.08692411734933
0.4340698719024658,1,108.0,108.38760264327331,108.13880646443431
0.48325681686401367,1,108.0,108.29366050532904,108.16383305361713
0.5164413452148438,1,108.0,108.16220642550819,108.16358886095686
0.5650618076324463,1,108.0,108.41896935920069,108.20678737560968
0.6488697528839111,1,108.0,108.21029722047999,108.20731477626606
0.6823329925537109,1,108.0,108.08469296164269,108.18779379586593
0.7187464237213135,1,108.0,107.55106678189506,108.06187814699628
0.7489385604858398,1,108.0,108.25277550648065,108.0932458860583
0.8004128932952881,1,108.0,107.9358903509802,108.0677854984651
0.8498001098632812,1,108.0,108.17252518246706,108.08431923117075
0.8870964050292969,1,108.0,107.81841587811192,108.03913088372434
0.9331555366516113,1,108.0,107.7603027147396,107.99147577229017
0.9830338954925537,1,108.0,108.06989215332815,108.00369941410699
1.0490307807922363,1,108.0,109.29898077580815,108.32382315380994
1.0817255973815918,1,108.0,106.97742620748039,107.98590475657909
1.1149706840515137,1,108.0,109.43604191727377,108.36114266454535
1.1495299339294434,1,108.0,107.18760433445354,108.08182249911698
1.1992461681365967,1,108.0,108.9656741005181,108.2729897633246
1.2327146530151367,1,108.0,108.36595180336218,108.28758221489683
1.2826027870178223,1,108.0,108.36606196712013,108.2998161080935
1.316105842590332,1,108.0,107.16464183714203,108.0328934205435
1.350501298904419,1,108.0,108.9950834161642,108.24665763896206
1.4483957290649414,1,108.0,108.00578036453948,108.20617440819869
1.4831976890563965,1,108.0,109.39835458367683,108.49159845233065
1.517979383468628,1,108.0,108.2618833100201,108.45318350248857
1.5665068626403809,1,108.0,108.92103882616304,108.53977844633152
1.5999178886413574,1,108.0,108.55094488787466,108.54146276426926
1.63311767578125,1,108.0,109.15899247569254,108.66269294181953
1.6650288105010986,1,108.0,107.99914893962566,108.53013954327689
1.7006909847259521,1,108.0,107.84481623012577,108.39211594303808
1.7321360111236572,1,108.0,107.95836918253562,108.31294371004422
1.7670202255249023,1,108.0,107.88737739670529,108.23552576151471
1.7992219924926758,1,108.0,108.59363867411625,108.29886106276784
1.8496339321136475,1,108.0,107.09859764485954,108.01077412965392
1.8835413455963135,1,108.0,108.25039001221405,108.05102269487608
1.932544469833374,1,108.0,107.64762344927615,107.9783079866848
1.9655766487121582,1,108.0,107.90726547128384,107.96727308145006
2.0492122173309326,1,108.0,108.67662043031852,108.11141320838134
2.1004979610443115,1,108.0,107.90341216634954,108.07696821956509
2.132723569869995,1,108.0,108.63006146148506,108.18287561592241
2.1829400062561035,1,108.0,108.80876548217758,108.30613945521176
